"name","category","purity","weight","detail","badge","image","description"
"Gold Navarathna Ring","Gold Jewellery","22 Karat","9.5 Grams","BIS Hallmarked","Best Seller","https://res.cloudinary.com/dfj6iuu4u/image/upload/v1778133351/smj-products/jxhtskipstv1vp9yhbgh.jpg	","Gold"
